trade_id,bot_id,algo_id,ticker,entry_price,exit_price,entry_time,exit_time,entry_trigger_price,exit_trigger_price,entry_trigger_time,exit_trigger_time,trade_size,trade_direction,trade_pnl,trade_status
122,3,,COIN,276.00,276.10,2025-02-11 21:50:43.034134,2025-02-11 21:56:51.310164,,276.10,,2025-02-11 21:56:51.310164,10000.00,LONG,0.10,closed
123,2,,COIN,275.95,276.51,2025-02-11 21:50:58.549429,2025-02-11 21:51:53.637882,,276.51,,2025-02-11 21:51:53.637882,10000.00,SHORT,-0.56,closed
124,2,,COIN,275.95,276.51,2025-02-11 21:50:58.549429,2025-02-11 21:51:53.637882,,276.51,,2025-02-11 21:51:53.637882,10000.00,SHORT,-0.56,closed
125,2,,COIN,276.19,276.64,2025-02-11 21:52:12.424792,2025-02-11 21:54:41.677669,,276.64,,2025-02-11 21:54:41.677669,10000.00,SHORT,-0.45,closed
126,2,,COIN,276.19,276.64,2025-02-11 21:52:12.424792,2025-02-11 21:54:41.677669,,276.64,,2025-02-11 21:54:41.677669,10000.00,SHORT,-0.45,closed
127,3,,TSLA,342.51,341.78,2025-02-11 21:53:18.286843,2025-02-11 21:53:46.585910,,341.78,,2025-02-11 21:53:46.585910,10000.00,LONG,-7300.00,closed
128,2,,COIN,276.33,274.67,2025-02-11 21:55:14.734133,2025-02-11 22:00:20.497512,,274.67,,2025-02-11 22:00:20.497512,10000.00,SHORT,1.66,closed
129,2,,COIN,276.33,273.42,2025-02-11 21:55:14.734133,2025-02-11 22:06:39.550618,,273.42,,2025-02-11 22:06:39.550618,10000.00,SHORT,2.91,closed
130,3,,TSLA,340.29,339.73,2025-02-11 21:57:07.088409,2025-02-11 21:58:55.561196,,339.73,,2025-02-11 21:58:55.561196,10000.00,LONG,-5600.00,closed
131,3,,COIN,275.91,275.50,2025-02-11 21:57:54.921205,2025-02-11 21:59:12.838105,,275.50,,2025-02-11 21:59:12.838105,10000.00,LONG,-0.41,closed
132,4,,TSLA,340.15,339.88,2025-02-11 21:58:21.005644,2025-02-11 22:00:28.698013,,339.88,,2025-02-11 22:00:28.698013,10000.00,SHORT,0.27,closed
133,3,,TSLA,339.70,339.88,2025-02-11 22:00:01.392334,2025-02-11 22:02:34.268378,,339.88,,2025-02-11 22:02:34.268378,10000.00,LONG,1800.00,closed
134,2,,COIN,274.41,273.42,2025-02-11 22:00:21.754766,2025-02-11 22:06:39.550618,,273.42,,2025-02-11 22:06:39.550618,10000.00,SHORT,0.99,closed
135,3,,COIN,274.39,273.84,2025-02-11 22:01:35.923202,2025-02-11 22:01:40.929912,,273.84,,2025-02-11 22:01:40.929912,10000.00,LONG,-0.55,closed
136,3,,COIN,274.20,273.63,2025-02-11 22:02:02.216949,2025-02-11 22:04:29.834848,,273.63,,2025-02-11 22:04:29.834848,10000.00,LONG,-0.57,closed
137,4,,TSLA,340.21,338.95,2025-02-11 22:02:10.980594,2025-02-11 22:06:34.293947,,338.95,,2025-02-11 22:06:34.293947,10000.00,SHORT,1.26,closed
138,3,,TSLA,340.15,339.33,2025-02-11 22:02:41.532643,2025-02-11 22:04:09.549245,,339.33,,2025-02-11 22:04:09.549245,10000.00,LONG,-8200.00,closed
139,3,,TSLA,338.88,338.59,2025-02-11 22:05:20.420156,2025-02-11 22:08:05.694836,,338.59,,2025-02-11 22:08:05.694836,10000.00,LONG,-2900.00,closed
140,3,,COIN,273.47,272.92,2025-02-11 22:06:48.819668,2025-02-11 22:07:00.587010,,272.92,,2025-02-11 22:07:00.587010,10000.00,LONG,-0.55,closed
141,2,,COIN,273.03,273.46,2025-02-11 22:06:50.068999,2025-02-11 22:09:13.558114,,273.46,,2025-02-11 22:09:13.558114,10000.00,SHORT,-0.43,closed
142,2,,COIN,273.28,273.44,2025-02-11 22:06:50.568866,2025-02-11 22:09:11.302314,,273.44,,2025-02-11 22:09:11.302314,10000.00,SHORT,-0.16,closed
143,3,,COIN,273.06,273.18,2025-02-11 22:07:17.866647,2025-02-11 22:11:38.612150,,273.18,,2025-02-11 22:11:38.612150,10000.00,LONG,0.12,closed
144,4,,TSLA,338.93,336.48,2025-02-11 22:07:44.411540,2025-02-11 22:19:38.015426,,336.48,,2025-02-11 22:19:38.015426,10000.00,SHORT,2.45,closed
145,3,,TSLA,338.92,338.24,2025-02-11 22:08:43.007552,2025-02-11 22:09:51.793343,,338.24,,2025-02-11 22:09:51.793343,10000.00,LONG,-6800.00,closed
146,3,,TSLA,338.88,338.05,2025-02-11 22:10:13.070695,2025-02-11 22:11:37.110408,,338.05,,2025-02-11 22:11:37.110408,10000.00,LONG,-8300.00,closed
147,2,,COIN,273.40,273.00,2025-02-11 22:10:15.229572,2025-02-11 22:14:59.819439,,273.00,,2025-02-11 22:14:59.819439,10000.00,SHORT,0.40,closed
148,2,,COIN,273.40,273.00,2025-02-11 22:10:15.229572,2025-02-11 22:14:59.819439,,273.00,,2025-02-11 22:14:59.819439,10000.00,SHORT,0.40,closed
149,3,,COIN,273.29,272.78,2025-02-11 22:12:41.715546,2025-02-11 22:13:13.763993,,272.78,,2025-02-11 22:13:13.763993,10000.00,LONG,-0.51,closed
150,3,,TSLA,337.95,337.55,2025-02-11 22:12:49.225060,2025-02-11 22:14:18.249707,,337.55,,2025-02-11 22:14:18.249707,10000.00,LONG,-4000.00,closed
151,3,,TSLA,337.84,337.26,2025-02-11 22:14:39.533503,2025-02-11 22:16:11.679992,,337.26,,2025-02-11 22:16:11.679992,10000.00,LONG,-5800.00,closed
152,3,,COIN,272.93,272.76,2025-02-11 22:14:47.299447,2025-02-11 22:16:41.227265,,272.76,,2025-02-11 22:16:41.227265,10000.00,LONG,-0.17,closed
153,2,,COIN,272.99,273.09,2025-02-11 22:16:28.956393,2025-02-11 22:18:23.643982,,273.09,,2025-02-11 22:18:23.643982,10000.00,SHORT,-0.10,closed
154,2,,COIN,272.99,273.09,2025-02-11 22:16:28.956393,2025-02-11 22:18:23.643982,,273.09,,2025-02-11 22:18:23.643982,10000.00,SHORT,-0.10,closed
155,3,,COIN,272.69,272.94,2025-02-11 22:17:44.079790,2025-02-11 22:21:32.080610,,272.94,,2025-02-11 22:21:32.080610,10000.00,LONG,0.25,closed
156,2,,COIN,272.88,273.59,2025-02-11 22:19:22.990686,2025-02-11 22:20:16.585237,,273.59,,2025-02-11 22:20:16.585237,10000.00,SHORT,-0.71,closed
157,2,,COIN,272.88,273.59,2025-02-11 22:19:22.990686,2025-02-11 22:20:16.585237,,273.59,,2025-02-11 22:20:16.585237,10000.00,SHORT,-0.71,closed
158,3,,TSLA,336.13,336.95,2025-02-11 22:19:29.000029,2025-02-11 22:21:37.839893,,336.95,,2025-02-11 22:21:37.839893,10000.00,LONG,8200.00,closed
159,2,,COIN,273.22,271.16,2025-02-11 22:21:09.918342,2025-02-11 22:33:51.204490,,271.16,,2025-02-11 22:33:51.204490,10000.00,SHORT,2.06,closed
160,2,,COIN,273.22,271.14,2025-02-11 22:21:09.918342,2025-02-11 22:33:50.958424,,271.14,,2025-02-11 22:33:50.958424,10000.00,SHORT,2.08,closed
161,4,,TSLA,337.41,337.55,2025-02-11 22:21:28.326776,2025-02-11 22:22:28.200820,,337.55,,2025-02-11 22:22:28.200820,10000.00,SHORT,-0.14,closed
162,3,,TSLA,337.39,337.26,2025-02-11 22:22:20.187529,2025-02-11 22:24:05.603443,,337.26,,2025-02-11 22:24:05.603443,10000.00,LONG,-1300.00,closed
163,3,,COIN,273.28,272.67,2025-02-11 22:22:21.188910,2025-02-11 22:23:42.072418,,272.67,,2025-02-11 22:23:42.072418,10000.00,LONG,-0.61,closed
164,4,,TSLA,337.58,337.04,2025-02-11 22:23:43.070200,2025-02-11 22:27:08.671769,,337.04,,2025-02-11 22:27:08.671769,10000.00,SHORT,0.54,closed
165,3,,COIN,272.74,272.30,2025-02-11 22:24:46.923435,2025-02-11 22:26:54.901048,,272.30,,2025-02-11 22:26:54.901048,10000.00,LONG,-0.44,closed
166,3,,TSLA,336.69,336.95,2025-02-11 22:26:12.078330,2025-02-11 22:31:07.501492,,336.95,,2025-02-11 22:31:07.501492,10000.00,LONG,2600.00,closed
167,3,,COIN,272.46,272.06,2025-02-11 22:27:16.182856,2025-02-11 22:29:19.129358,,272.06,,2025-02-11 22:29:19.129358,10000.00,LONG,-0.40,closed
168,4,,TSLA,337.16,337.37,2025-02-11 22:29:01.101393,2025-02-11 22:33:09.126469,,337.37,,2025-02-11 22:33:09.126469,10000.00,SHORT,-0.21,closed
169,3,,COIN,272.07,271.32,2025-02-11 22:30:18.912814,2025-02-11 22:31:02.800669,,271.32,,2025-02-11 22:31:02.800669,10000.00,LONG,-0.75,closed
170,3,,TSLA,337.48,336.75,2025-02-11 22:31:28.927307,2025-02-11 22:31:51.223006,,336.75,,2025-02-11 22:31:51.223006,10000.00,LONG,-7300.00,closed
171,3,,TSLA,337.14,336.86,2025-02-11 22:32:08.253970,2025-02-11 22:36:56.123378,,336.86,,2025-02-11 22:36:56.123378,10000.00,LONG,-2800.00,closed
172,3,,COIN,270.79,271.10,2025-02-11 22:32:54.099187,2025-02-11 22:43:26.371422,,271.10,,2025-02-11 22:43:26.371422,10000.00,LONG,0.31,closed
173,4,,TSLA,337.30,336.55,2025-02-11 22:34:09.741924,2025-02-11 22:38:37.071513,,336.55,,2025-02-11 22:38:37.071513,10000.00,SHORT,0.75,closed
174,2,,COIN,271.12,271.66,2025-02-11 22:35:38.436751,2025-02-11 22:36:19.050236,,271.66,,2025-02-11 22:36:19.050236,10000.00,SHORT,-0.54,closed
175,2,,COIN,271.10,271.65,2025-02-11 22:35:38.937264,2025-02-11 22:36:18.546978,,271.65,,2025-02-11 22:36:18.546978,10000.00,SHORT,-0.55,closed
176,2,,COIN,271.29,271.60,2025-02-11 22:37:12.155334,2025-02-11 22:44:41.521589,,271.60,,2025-02-11 22:44:41.521589,10000.00,SHORT,-0.31,closed
177,2,,COIN,271.29,271.66,2025-02-11 22:37:12.155334,2025-02-11 22:44:46.024496,,271.66,,2025-02-11 22:44:46.024496,10000.00,SHORT,-0.37,closed
178,3,,TSLA,336.58,336.13,2025-02-11 22:38:39.576354,2025-02-11 22:39:49.461222,,336.13,,2025-02-11 22:39:49.461222,10000.00,LONG,-4500.00,closed
179,4,,TSLA,336.70,336.08,2025-02-11 22:39:40.693861,2025-02-11 22:44:13.461336,,336.08,,2025-02-11 22:44:13.461336,10000.00,SHORT,0.62,closed
180,3,,TSLA,335.94,336.02,2025-02-11 22:42:07.133356,2025-02-11 22:46:57.803405,,336.02,,2025-02-11 22:46:57.803405,10000.00,LONG,800.00,closed
181,3,,COIN,271.29,271.80,2025-02-11 22:44:23.986664,2025-02-11 22:49:06.816125,,271.80,,2025-02-11 22:49:06.816125,10000.00,LONG,0.51,closed
182,4,,TSLA,335.93,336.57,2025-02-11 22:45:09.822868,2025-02-11 22:45:53.679280,,336.57,,2025-02-11 22:45:53.679280,10000.00,SHORT,-0.64,closed
183,2,,COIN,271.59,272.10,2025-02-11 22:45:48.418271,2025-02-11 22:47:51.916936,,272.10,,2025-02-11 22:47:51.916936,10000.00,SHORT,-0.51,closed
184,2,,COIN,271.56,272.22,2025-02-11 22:45:48.673052,2025-02-11 22:47:53.169592,,272.22,,2025-02-11 22:47:53.169592,10000.00,SHORT,-0.66,closed
185,4,,TSLA,336.19,336.00,2025-02-11 22:46:28.746530,2025-02-11 22:49:38.401630,,336.00,,2025-02-11 22:49:38.401630,10000.00,SHORT,0.19,closed
186,3,,TSLA,336.15,335.45,2025-02-11 22:47:06.821511,2025-02-11 22:47:21.853886,,335.45,,2025-02-11 22:47:21.853886,10000.00,LONG,-7000.00,closed
187,3,,TSLA,335.70,335.98,2025-02-11 22:48:16.711845,2025-02-11 22:51:19.847958,,335.98,,2025-02-11 22:51:19.847958,10000.00,LONG,2800.00,closed
188,2,,COIN,272.11,272.41,2025-02-11 22:49:00.819272,2025-02-11 22:51:01.806754,,272.41,,2025-02-11 22:51:01.806754,10000.00,SHORT,-0.30,closed
189,2,,COIN,272.11,272.41,2025-02-11 22:49:01.554380,2025-02-11 22:51:01.306834,,272.41,,2025-02-11 22:51:01.306834,10000.00,SHORT,-0.30,closed
190,3,,COIN,272.12,271.80,2025-02-11 22:49:40.902725,2025-02-11 22:52:32.196881,,271.80,,2025-02-11 22:52:32.196881,10000.00,LONG,-0.32,closed
191,4,,TSLA,336.23,335.80,2025-02-11 22:51:03.566108,2025-02-11 22:54:38.035076,,335.80,,2025-02-11 22:54:38.035076,10000.00,SHORT,0.43,closed
192,2,,COIN,272.04,268.75,2025-02-11 22:51:33.879259,2025-02-11 23:07:51.619478,,268.75,,2025-02-11 23:07:51.619478,10000.00,SHORT,3.29,closed
193,2,,COIN,272.03,268.75,2025-02-11 22:51:34.624110,2025-02-11 23:07:51.619478,,268.75,,2025-02-11 23:07:51.619478,10000.00,SHORT,3.28,closed
194,3,,TSLA,335.63,335.14,2025-02-11 22:52:41.988914,2025-02-11 22:55:57.662504,,335.14,,2025-02-11 22:55:57.662504,10000.00,LONG,-4900.00,closed
195,3,,COIN,272.00,271.41,2025-02-11 22:53:00.269716,2025-02-11 22:54:51.558166,,271.41,,2025-02-11 22:54:51.558166,10000.00,LONG,-0.59,closed
196,4,,TSLA,335.27,335.81,2025-02-11 22:55:12.572613,2025-02-11 22:56:08.428747,,335.81,,2025-02-11 22:56:08.428747,10000.00,SHORT,-0.54,closed
197,3,,TSLA,335.79,335.62,2025-02-11 22:56:04.682469,2025-02-11 22:57:03.024396,,335.62,,2025-02-11 22:57:03.024396,10000.00,LONG,-1700.00,closed
198,4,,TSLA,335.59,336.27,2025-02-11 22:57:04.021803,2025-02-11 22:57:56.591258,,336.27,,2025-02-11 22:57:56.591258,10000.00,SHORT,-0.68,closed
199,3,,COIN,270.98,270.28,2025-02-11 22:57:06.020217,2025-02-11 22:58:54.456424,,270.28,,2025-02-11 22:58:54.456424,10000.00,LONG,-0.70,closed
200,3,,TSLA,336.03,335.81,2025-02-11 22:57:41.836761,2025-02-11 22:59:26.758823,,335.81,,2025-02-11 22:59:26.758823,10000.00,LONG,-2200.00,closed
201,4,,TSLA,336.00,336.09,2025-02-11 22:58:52.990212,2025-02-11 23:00:57.161125,,336.09,,2025-02-11 23:00:57.161125,10000.00,SHORT,-0.09,closed
202,3,,COIN,270.45,269.81,2025-02-11 22:59:53.799763,2025-02-11 23:00:23.355886,,269.81,,2025-02-11 23:00:23.355886,10000.00,LONG,-0.64,closed
203,3,,TSLA,336.04,335.45,2025-02-11 22:59:54.553928,2025-02-11 23:00:38.133625,,335.45,,2025-02-11 23:00:38.133625,10000.00,LONG,-5900.00,closed
204,3,,TSLA,336.08,335.42,2025-02-11 23:01:01.409849,2025-02-11 23:01:34.962645,,335.42,,2025-02-11 23:01:34.962645,10000.00,LONG,-6600.00,closed
205,3,,COIN,270.18,269.62,2025-02-11 23:01:04.925499,2025-02-11 23:01:22.183732,,269.62,,2025-02-11 23:01:22.183732,10000.00,LONG,-0.56,closed
206,4,,TSLA,335.88,333.77,2025-02-11 23:01:12.437112,2025-02-11 23:06:05.177507,,333.77,,2025-02-11 23:06:05.177507,10000.00,SHORT,2.11,closed
207,3,,COIN,269.59,269.09,2025-02-11 23:02:28.041082,2025-02-11 23:05:06.319453,,269.09,,2025-02-11 23:05:06.319453,10000.00,LONG,-0.50,closed
208,3,,TSLA,333.68,333.13,2025-02-11 23:04:52.567252,2025-02-11 23:05:41.129507,,333.13,,2025-02-11 23:05:41.129507,10000.00,LONG,-5500.00,closed
209,3,,COIN,269.27,268.77,2025-02-11 23:05:08.827301,2025-02-11 23:06:30.474249,,268.77,,2025-02-11 23:06:30.474249,10000.00,LONG,-0.50,closed
210,3,,TSLA,333.79,333.63,2025-02-11 23:06:05.426752,2025-02-11 23:12:02.003744,,333.63,,2025-02-11 23:12:02.003744,10000.00,LONG,-1600.00,closed
211,4,,TSLA,333.57,333.99,2025-02-11 23:06:21.208667,2025-02-11 23:06:54.769491,,333.99,,2025-02-11 23:06:54.769491,10000.00,SHORT,-0.42,closed
212,4,,TSLA,333.60,334.10,2025-02-11 23:07:09.791581,2025-02-11 23:10:26.347253,,334.10,,2025-02-11 23:10:26.347253,10000.00,SHORT,-0.50,closed
213,3,,COIN,268.41,268.44,2025-02-11 23:07:32.582403,2025-02-11 23:08:04.638332,,268.44,,2025-02-11 23:08:04.638332,10000.00,LONG,0.03,closed
214,2,,COIN,268.45,268.72,2025-02-11 23:08:03.132163,2025-02-11 23:09:29.293284,,268.72,,2025-02-11 23:09:29.293284,10000.00,SHORT,-0.27,closed
215,2,,COIN,268.45,268.72,2025-02-11 23:08:03.132163,2025-02-11 23:09:29.293284,,268.72,,2025-02-11 23:09:29.293284,10000.00,SHORT,-0.27,closed
216,3,,COIN,268.62,268.36,2025-02-11 23:08:05.384457,2025-02-11 23:08:56.302395,,268.36,,2025-02-11 23:08:56.302395,10000.00,LONG,-0.26,closed
217,3,,COIN,268.80,268.97,2025-02-11 23:09:35.799357,2025-02-11 23:11:51.481413,,268.97,,2025-02-11 23:11:51.481413,10000.00,LONG,0.17,closed
218,2,,COIN,268.52,269.06,2025-02-11 23:09:39.056227,2025-02-11 23:10:08.317837,,269.06,,2025-02-11 23:10:08.317837,10000.00,SHORT,-0.54,closed
219,2,,COIN,268.52,269.06,2025-02-11 23:09:39.056227,2025-02-11 23:10:08.317837,,269.06,,2025-02-11 23:10:08.317837,10000.00,SHORT,-0.54,closed
220,2,,COIN,268.89,269.45,2025-02-11 23:11:04.479540,2025-02-11 23:11:24.982889,,269.45,,2025-02-11 23:11:24.982889,10000.00,SHORT,-0.56,closed
221,2,,COIN,268.89,269.45,2025-02-11 23:11:04.479540,2025-02-11 23:11:24.982889,,269.45,,2025-02-11 23:11:24.982889,10000.00,SHORT,-0.56,closed
222,4,,TSLA,334.01,333.76,2025-02-11 23:11:47.473185,2025-02-11 23:12:46.313587,,333.76,,2025-02-11 23:12:46.313587,10000.00,SHORT,0.25,closed
223,2,,COIN,268.80,269.08,2025-02-11 23:11:50.734375,2025-02-11 23:12:57.831113,,269.08,,2025-02-11 23:12:57.831113,10000.00,SHORT,-0.28,closed
224,2,,COIN,268.97,269.08,2025-02-11 23:11:51.481413,2025-02-11 23:12:57.831113,,269.08,,2025-02-11 23:12:57.831113,10000.00,SHORT,-0.11,closed
225,3,,COIN,268.95,270.43,2025-02-11 23:12:49.314448,2025-02-11 23:30:35.746107,,270.43,,2025-02-11 23:30:35.746107,10000.00,LONG,1.48,closed
226,4,,TSLA,333.58,333.54,2025-02-11 23:12:56.324863,2025-02-11 23:16:53.230556,,333.54,,2025-02-11 23:16:53.230556,10000.00,SHORT,0.04,closed
227,2,,COIN,268.80,269.29,2025-02-11 23:13:01.586944,2025-02-11 23:15:29.705661,,269.29,,2025-02-11 23:15:29.705661,10000.00,SHORT,-0.49,closed
228,2,,COIN,268.80,269.29,2025-02-11 23:13:01.586944,2025-02-11 23:15:29.705661,,269.29,,2025-02-11 23:15:29.705661,10000.00,SHORT,-0.49,closed
229,3,,TSLA,333.65,333.18,2025-02-11 23:13:07.847148,2025-02-11 23:16:13.044522,,333.18,,2025-02-11 23:16:13.044522,10000.00,LONG,-4700.00,closed
230,2,,COIN,269.31,269.88,2025-02-11 23:16:44.213959,2025-02-11 23:17:23.376438,,269.88,,2025-02-11 23:17:23.376438,10000.00,SHORT,-0.57,closed
231,2,,COIN,269.36,269.90,2025-02-11 23:16:48.969242,2025-02-11 23:17:58.293139,,269.90,,2025-02-11 23:17:58.293139,10000.00,SHORT,-0.54,closed
232,3,,TSLA,333.67,333.29,2025-02-11 23:17:02.743338,2025-02-11 23:17:35.012033,,333.29,,2025-02-11 23:17:35.012033,10000.00,LONG,-3800.00,closed
233,3,,TSLA,333.53,332.87,2025-02-11 23:17:43.275970,2025-02-11 23:18:27.837904,,332.87,,2025-02-11 23:18:27.837904,10000.00,LONG,-6600.00,closed
234,2,,COIN,269.62,270.15,2025-02-11 23:17:51.541376,2025-02-11 23:23:47.281631,,270.15,,2025-02-11 23:23:47.281631,10000.00,SHORT,-0.53,closed
235,4,,TSLA,333.47,333.49,2025-02-11 23:17:56.036901,2025-02-11 23:18:51.472747,,333.49,,2025-02-11 23:18:51.472747,10000.00,SHORT,-0.02,closed
236,3,,TSLA,333.48,334.54,2025-02-11 23:18:51.976205,2025-02-11 23:26:50.950708,,334.54,,2025-02-11 23:26:50.950708,10000.00,LONG,10600.00,closed
237,2,,COIN,269.76,270.40,2025-02-11 23:18:52.224948,2025-02-11 23:23:47.528874,,270.40,,2025-02-11 23:23:47.528874,10000.00,SHORT,-0.64,closed
238,4,,TSLA,333.34,334.05,2025-02-11 23:19:05.998574,2025-02-11 23:21:16.548949,,334.05,,2025-02-11 23:21:16.548949,10000.00,SHORT,-0.71,closed
239,4,,TSLA,334.67,334.88,2025-02-11 23:24:21.586724,2025-02-11 23:27:39.986260,,334.88,,2025-02-11 23:27:39.986260,10000.00,SHORT,-0.21,closed
240,2,,COIN,270.20,270.78,2025-02-11 23:24:55.889939,2025-02-11 23:29:16.379408,,270.78,,2025-02-11 23:29:16.379408,10000.00,SHORT,-0.58,closed
241,2,,COIN,270.20,270.78,2025-02-11 23:24:55.889939,2025-02-11 23:29:16.379408,,270.78,,2025-02-11 23:29:16.379408,10000.00,SHORT,-0.58,closed
242,3,,TSLA,334.84,334.61,2025-02-11 23:27:41.489573,2025-02-11 23:31:09.257606,,334.61,,2025-02-11 23:31:09.257606,10000.00,LONG,-2300.00,closed
243,4,,TSLA,335.02,,2025-02-11 23:29:16.629185,,,,,,10000.00,SHORT,,open
244,2,,COIN,270.66,,2025-02-11 23:29:53.931877,,,,,,10000.00,SHORT,,open
245,2,,COIN,270.66,,2025-02-11 23:29:53.931877,,,,,,10000.00,SHORT,,open
